央视频道,#genre#
纪实人文,http://183.252.171.143:80/wh7f454c46tw980517721_-602914968/ott.fj.chinamobile.com/PLTV/88888888/224/3221227213/index.m3u8
欢笑剧场,http://183.252.171.143:80/wh7f454c46tw1033114006_811047320/ott.fj.chinamobile.com/PLTV/88888888/224/3221227145/index.m3u8
先锋乒羽,http://183.252.171.139:80/wh7f454c46tw1088115085_-1292215068/ott.fj.chinamobile.com/PLTV/88888888/224/3221226851/index.m3u8
动漫秀场,http://183.252.171.157:80/wh7f454c46tw1299104015_1483208274/ott.fj.chinamobile.com/PLTV/88888888/224/3221227071/index.m3u8
法制天地,http://183.252.171.145:80/wh7f454c46tw1370524586_255357990/ott.fj.chinamobile.com/PLTV/88888888/224/3221227176/index.m3u8
快乐垂钓,http://183.252.171.185:80/wh7f454c46tw1426434205_-264683640/ott.fj.chinamobile.com/PLTV/88888888/224/3221226940/index.m3u8
山东教育,http://183.252.171.175:80/wh7f454c46tw1489236457_2080514698/ott.fj.chinamobile.com/PLTV/88888888/224/3221227474/index.m3u8
茶频道,http://183.252.171.185:80/wh7f454c46tw1525388152_897009722/ott.fj.chinamobile.com/PLTV/88888888/224/3221226859/index.m3u8
游戏风云,http://183.252.171.147:80/wh7f454c46tw1580333756_-111708264/ott.fj.chinamobile.com/PLTV/88888888/224/3221227075/index.m3u8
都市剧场,http://183.252.171.153:80/wh7f454c46tw1620073658_-1435970252/ott.fj.chinamobile.com/PLTV/88888888/224/3221227204/index.m3u8
乐游,http://183.252.171.154:80/wh7f454c46tw1682500260_-1286074433/ott.fj.chinamobile.com/PLTV/88888888/224/3221227083/index.m3u8
金色学堂,http://183.252.171.153:80/wh7f454c46tw1731622761_-827111745/ott.fj.chinamobile.com/PLTV/88888888/224/3221227208/index.m3u8
生活时尚,http://183.252.171.138:80/wh7f454c46tw1881832599_-1148307881/ott.fj.chinamobile.com/PLTV/88888888/224/3221227091/index.m3u8
金鹰纪实,http://183.252.171.184:80/wh7f454c46tw1923169823_532556876/ott.fj.chinamobile.com/PLTV/88888888/224/3221226937/index.m3u8
金鹰卡通,http://183.252.171.207:80/wh7f454c46tw1969116683_666297252/ott.fj.chinamobile.com/PLTV/88888888/224/3221227018/index.m3u8
炫动卡通,http://183.252.171.185:80/wh7f454c46tw2026515384_1272690775/ott.fj.chinamobile.com/PLTV/88888888/224/3221227335/index.m3u8
卡酷少儿,http://183.252.171.175:80/wh7f454c46tw2066805107_-998349727/ott.fj.chinamobile.com/PLTV/88888888/224/3221227456/index.m3u8
嘉佳卡通,http://183.252.171.153:80/wh7f454c46tw2107941592_35289917/ott.fj.chinamobile.com/PLTV/88888888/224/3221227230/index.m3u8
优漫卡通,http://183.252.171.177:80/wh7f454c46tw2135133879_2077564335/ott.fj.chinamobile.com/PLTV/88888888/224/3221227339/index.m3u8
福建频道,#genre#
福建综合高清[1920*1080],http://183.252.171.182:80/wh7f454c46tw3717298212_1659029820/ott.fj.chinamobile.com/PLTV/88888888/224/3221227149/index.m3u8
福建乡村振兴高清[1920*1080],http://183.252.171.147:80/wh7f454c46tw3788419215_-237343017/ott.fj.chinamobile.com/PLTV/88888888/224/3221227153/index.m3u8
福建新闻高清[1920*1080],http://183.252.171.183:80/wh7f454c46tw3848862624_69950844/ott.fj.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8
福建电视剧高清[1920*1080],http://183.252.171.172:80/wh7f454c46tw3908876416_-1883836095/ott.fj.chinamobile.com/PLTV/88888888/224/3221227079/index.m3u8
福建旅游,http://183.252.171.171:80/wh7f454c46tw479268722_-641592303/ott.fj.chinamobile.com/PLTV/88888888/224/3221227190/index.m3u8
福建经济生活,http://183.252.171.181:80/wh7f454c46tw562699636_-164956825/ott.fj.chinamobile.com/PLTV/88888888/224/3221227184/index.m3u8
福建文体,http://183.252.171.146:80/wh7f454c46tw593152848_2011481745/ott.fj.chinamobile.com/PLTV/88888888/224/3221227188/index.m3u8
福建少儿,http://183.252.171.146:80/wh7f454c46tw649239767_1220187860/ott.fj.chinamobile.com/PLTV/88888888/224/3221227194/index.m3u8
海峡卫视,http://183.252.171.183:80/wh7f454c46tw738985277_213837651/ott.fj.chinamobile.com/PLTV/88888888/224/3221227198/index.m3u8
福建教育,http://183.252.171.145:80/wh7f454c46tw787886285_-1236774887/ott.fj.chinamobile.com/PLTV/88888888/224/3221227202/index.m3u8
其他频道,#genre#
NewTV欢乐剧场[1920*1080],http://39.135.135.81:80/wh7f454c46tw1744894462_1818032107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8?icpid=88888888&RTS=1554599517&from=1&hms_devid=690
New功夫剧场[1920*1080],http://39.134.65.84:80/wh7f454c46tw1933122944_256139629/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8?icpid=88888888&RTS=1579029479&from=1&hms_devid=130
上海纪实FHD[1920*1080],http://39.134.65.86:80/wh7f454c46tw1791807411_-1987553314/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8?icpid=88888888&RTS=1554599564&from=1&hms_devid=129
青田电视台[1920*1080],http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
靖江新闻HD[1280*720],http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
武汉新闻HD[1280*720],http://stream.appwuhan.com/1tzb/sd/live.m3u8
明星大片[1920*1080],http://39.134.65.7:80/wh7f454c46tw1738936394_2033607545/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?icpid=88888888&S=1554599511&from=1&hms_devid=29
浙江频道,#genre#
浙江国际[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江[1920*1080],https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
内蒙频道,#genre#
内蒙经济[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙少儿[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙文体[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙农牧[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
蒙语卫视[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
蒙语文化[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
呼市新闻综合[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800
包头新闻综合[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯新闻[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800
巴彦淖尔新闻[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻综合[1920*1080],https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
教育频道,#genre#
CGTN纪实（英语),http://183.252.171.185:80/wh7f454c46tw2191455829_1848340627/ott.fj.chinamobile.com/PLTV/88888888/224/3221225813/index.m3u8
CGTN英语,http://183.252.171.185:80/wh7f454c46tw2448316381_1620375060/ott.fj.chinamobile.com/PLTV/88888888/224/3221225822/index.m3u8
CGTN法语,http://183.252.171.205:80/wh7f454c46tw2230277_-176321195/ott.fj.chinamobile.com/PLTV/88888888/224/3221227220/index.m3u8
CGTN俄语,http://183.252.171.136:80/wh7f454c46tw82019591_-1650751307/ott.fj.chinamobile.com/PLTV/88888888/224/3221227103/index.m3u8
CGTN西班牙语,http://183.252.171.205:80/wh7f454c46tw129350105_86071241/ott.fj.chinamobile.com/PLTV/88888888/224/3221227238/index.m3u8
CGTN阿拉伯语,http://183.252.171.138:80/wh7f454c46tw179621167_103996962/ott.fj.chinamobile.com/PLTV/88888888/224/3221227224/index.m3u8
中国天气,http://183.252.171.173:80/wh7f454c46tw237032837_-755394697/ott.fj.chinamobile.com/PLTV/88888888/224/3221227210/index.m3u8
中国教育1,http://183.252.171.146:80/wh7f454c46tw296163870_534962433/ott.fj.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8
中国教育2,http://183.252.171.146:80/wh7f454c46tw340414257_777919699/ott.fj.chinamobile.com/PLTV/88888888/224/3221227206/index.m3u8
中国教育4,http://183.252.171.181:80/wh7f454c46tw385280188_-983262366/ott.fj.chinamobile.com/PLTV/88888888/224/3221227192/index.m3u8
影视频道,#genre#
精品大剧,http://183.252.171.185:80/wh7f454c46tw2204057052_1367092330/ott.fj.chinamobile.com/PLTV/88888888/224/3221227315/index.m3u8
古装剧场,http://183.252.171.171:80/wh7f454c46tw2454934599_1526044314/ott.fj.chinamobile.com/PLTV/88888888/224/3221227307/index.m3u8
军旅剧场,http://183.252.171.185:80/wh7f454c46tw2489588036_-1731217396/ott.fj.chinamobile.com/PLTV/88888888/224/3221227465/index.m3u8
家庭剧场,http://183.252.171.184:80/wh7f454c46tw2536955002_-1982454252/ott.fj.chinamobile.com/PLTV/88888888/224/3221227457/index.m3u8
热播精选,http://183.252.171.170:80/wh7f454c46tw2574901697_-1667249766/ott.fj.chinamobile.com/PLTV/88888888/224/3221227478/index.m3u8
爱情喜剧,http://183.252.171.171:80/wh7f454c46tw2612252833_-1810820976/ott.fj.chinamobile.com/PLTV/88888888/224/3221227462/index.m3u8
动作电影,http://183.252.171.185:80/wh7f454c46tw2651066414_-734080698/ott.fj.chinamobile.com/PLTV/88888888/224/3221225879/index.m3u8
精品综合,http://183.252.171.171:80/wh7f454c46tw2679202086_843087499/ott.fj.chinamobile.com/PLTV/88888888/224/3221227327/index.m3u8
惊悚悬疑,http://183.252.171.185:80/wh7f454c46tw2715291631_-39863832/ott.fj.chinamobile.com/PLTV/88888888/224/3221227466/index.m3u8
黑莓电影,http://183.252.171.170:80/wh7f454c46tw2773513774_-420202289/ott.fj.chinamobile.com/PLTV/88888888/224/3221227448/index.m3u8
金牌综艺,http://183.252.171.184:80/wh7f454c46tw2822559462_1795777905/ott.fj.chinamobile.com/PLTV/88888888/224/3221227469/index.m3u8
精品体育,http://183.252.171.170:80/wh7f454c46tw2894519598_-473090795/ott.fj.chinamobile.com/PLTV/88888888/224/3221227470/index.m3u8
精品萌宠,http://183.252.171.185:80/wh7f454c46tw2946569840_-1961666807/ott.fj.chinamobile.com/PLTV/88888888/224/3221227183/index.m3u8
中国功夫,http://183.252.171.169:80/wh7f454c46tw2991126014_1221703410/ott.fj.chinamobile.com/PLTV/88888888/224/3221227473/index.m3u8
黑莓动画,http://183.252.171.170:80/wh7f454c46tw3030366074_96248570/ott.fj.chinamobile.com/PLTV/88888888/224/3221227303/index.m3u8
哒哒赛事,http://183.252.171.184:80/wh7f454c46tw3116003494_-301499870/ott.fj.chinamobile.com/PLTV/88888888/224/3221227331/index.m3u8
哒哒电竞,http://183.252.171.141:80/wh7f454c46tw3226880465_667504542/ott.fj.chinamobile.com/PLTV/88888888/224/3221227252/index.m3u8
精品记录,http://183.252.171.175:80/wh7f454c46tw3257303376_-2021528422/ott.fj.chinamobile.com/PLTV/88888888/224/3221227461/index.m3u8
军事评论,http://183.252.171.185:80/wh7f454c46tw3293640034_-340704975/ott.fj.chinamobile.com/PLTV/88888888/224/3221227452/index.m3u8
4K综艺,http://183.252.171.185:80/wh7f454c46tw3331808300_144093057/ott.fj.chinamobile.com/PLTV/88888888/224/3221226887/index.m3u8
纯享4K,http://183.252.171.183:80/wh7f454c46tw3395944838_1641230292/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8






